#gene_id	length
TRINITY_DN21394_c2_g2	206
TRINITY_DN33248_c0_g1	301
TRINITY_DN29900_c0_g1	271
TRINITY_DN9851_c0_g1	430
TRINITY_DN16075_c1_g2	1247
TRINITY_DN13408_c0_g1	889
TRINITY_DN6507_c0_g1	208
TRINITY_DN19126_c3_g3	305
TRINITY_DN24866_c0_g1	319
TRINITY_DN8897_c0_g1	300
TRINITY_DN8918_c0_g1	961
TRINITY_DN13968_c0_g1	1038
TRINITY_DN32152_c0_g2	365
TRINITY_DN4498_c0_g1	212
TRINITY_DN4498_c0_g3	213
TRINITY_DN15927_c0_g1	1471
TRINITY_DN20373_c1_g1	221
TRINITY_DN23165_c0_g1	281
TRINITY_DN10013_c0_g1	226
TRINITY_DN6799_c0_g1	1307
TRINITY_DN6799_c0_g2	1117
TRINITY_DN31685_c0_g1	746
TRINITY_DN32527_c0_g1	399
TRINITY_DN2398_c0_g1	609
TRINITY_DN8990_c0_g1	610
TRINITY_DN17437_c0_g1	1382
TRINITY_DN6054_c0_g1	244
TRINITY_DN15615_c0_g2	1154
TRINITY_DN25375_c0_g1	1230
TRINITY_DN21524_c0_g1	240
TRINITY_DN29062_c0_g1	202
TRINITY_DN7294_c0_g2	3683
TRINITY_DN21622_c3_g4	10100
TRINITY_DN7294_c0_g1	4113
TRINITY_DN11656_c0_g1	1063
TRINITY_DN10331_c0_g1	386
TRINITY_DN23934_c0_g1	409
TRINITY_DN31101_c0_g1	371
TRINITY_DN9718_c0_g3	235
TRINITY_DN9718_c0_g2	237
TRINITY_DN28072_c0_g1	503
TRINITY_DN18620_c0_g1	2427
TRINITY_DN31380_c0_g1	268
TRINITY_DN15525_c0_g1	1303
TRINITY_DN17053_c0_g1	1862
TRINITY_DN14605_c0_g1	1018
TRINITY_DN13369_c0_g1	1104
TRINITY_DN627_c0_g1	224
TRINITY_DN21204_c0_g1	3373
TRINITY_DN8087_c0_g1	248
TRINITY_DN16985_c0_g1	652
TRINITY_DN17332_c0_g1	2105
TRINITY_DN5735_c0_g1	337
TRINITY_DN21586_c12_g1	354
TRINITY_DN21479_c0_g1	3360
TRINITY_DN15354_c0_g1	351
TRINITY_DN8343_c1_g2	370
TRINITY_DN1637_c0_g2	277
TRINITY_DN19702_c1_g1	2041
TRINITY_DN20647_c5_g5	352
TRINITY_DN20647_c5_g4	210
TRINITY_DN20647_c5_g3	2547
TRINITY_DN20647_c5_g2	244
TRINITY_DN18812_c0_g2	1243
TRINITY_DN25830_c0_g1	1321
TRINITY_DN21799_c0_g1	554
TRINITY_DN19029_c0_g1	1762
TRINITY_DN19423_c0_g1	1224
TRINITY_DN16703_c1_g7	217
TRINITY_DN16703_c1_g6	258
TRINITY_DN16703_c1_g5	293
TRINITY_DN16703_c1_g4	275
TRINITY_DN16703_c1_g3	275
TRINITY_DN16703_c1_g2	314
TRINITY_DN16703_c1_g1	285
TRINITY_DN32382_c0_g1	371
TRINITY_DN16703_c1_g9	234
TRINITY_DN16703_c1_g8	216
TRINITY_DN31582_c0_g1	1179
TRINITY_DN18823_c0_g1	1765
TRINITY_DN28035_c0_g1	415
TRINITY_DN16933_c0_g1	1686
TRINITY_DN29650_c0_g1	613
TRINITY_DN13864_c0_g1	903
TRINITY_DN12753_c0_g1	394
TRINITY_DN10883_c0_g1	1817
TRINITY_DN18972_c0_g1	2271
TRINITY_DN14920_c1_g1	2212
TRINITY_DN20816_c0_g1	670
TRINITY_DN20816_c0_g2	780
TRINITY_DN28087_c0_g1	728
TRINITY_DN6754_c0_g1	548
TRINITY_DN15002_c0_g1	1382
TRINITY_DN8387_c0_g1	201
TRINITY_DN4875_c0_g1	288
TRINITY_DN18145_c1_g1	232
TRINITY_DN18145_c1_g3	299
TRINITY_DN18145_c1_g2	248
TRINITY_DN602_c0_g1	229
TRINITY_DN21225_c0_g1	3708
TRINITY_DN21450_c4_g1	305
TRINITY_DN23867_c0_g2	424
TRINITY_DN21450_c4_g2	226
TRINITY_DN14029_c0_g1	1183
TRINITY_DN4240_c0_g1	2310
TRINITY_DN21527_c1_g2	356
TRINITY_DN8393_c0_g1	481
TRINITY_DN17317_c0_g1	1385
TRINITY_DN22522_c0_g1	211
TRINITY_DN20848_c1_g1	2408
TRINITY_DN5447_c0_g2	229
TRINITY_DN21206_c0_g1	1538
TRINITY_DN15929_c0_g1	1629
TRINITY_DN24895_c0_g1	249
TRINITY_DN1296_c0_g2	1751
TRINITY_DN15499_c0_g1	1814
TRINITY_DN33451_c0_g1	213
TRINITY_DN21720_c0_g1	211
TRINITY_DN20472_c0_g1	1987
TRINITY_DN18402_c3_g1	272
TRINITY_DN13163_c0_g1	1235
TRINITY_DN17_c0_g1	261
TRINITY_DN19156_c0_g2	1107
TRINITY_DN27636_c0_g1	911
TRINITY_DN11322_c0_g1	788
TRINITY_DN13256_c0_g1	1132
TRINITY_DN13022_c0_g3	230
TRINITY_DN6569_c0_g1	227
TRINITY_DN21595_c0_g1	1440
TRINITY_DN12289_c0_g2	320
TRINITY_DN17648_c0_g1	1678
TRINITY_DN17018_c0_g1	1649
TRINITY_DN17996_c0_g1	767
TRINITY_DN20867_c0_g1	240
TRINITY_DN1687_c0_g1	535
TRINITY_DN2055_c0_g1	396
TRINITY_DN11603_c0_g1	1853
TRINITY_DN19926_c3_g1	326
TRINITY_DN24171_c0_g1	438
TRINITY_DN19926_c3_g2	248
TRINITY_DN25759_c0_g1	366
TRINITY_DN15692_c0_g1	1531
TRINITY_DN2630_c0_g1	651
TRINITY_DN29088_c0_g1	323
TRINITY_DN20646_c0_g1	620
TRINITY_DN18235_c0_g1	1634
TRINITY_DN20528_c0_g1	273
TRINITY_DN21128_c0_g1	4809
TRINITY_DN14172_c0_g2	229
TRINITY_DN21147_c1_g4	317
TRINITY_DN21147_c1_g3	513
TRINITY_DN21147_c1_g2	345
TRINITY_DN23914_c0_g1	210
TRINITY_DN17466_c0_g3	204
TRINITY_DN17466_c0_g2	233
TRINITY_DN17466_c0_g1	249
TRINITY_DN19164_c0_g1	1996
TRINITY_DN17466_c0_g6	315
TRINITY_DN17466_c0_g5	299
TRINITY_DN17466_c0_g9	236
TRINITY_DN17466_c0_g8	225
TRINITY_DN23698_c0_g1	273
TRINITY_DN7331_c0_g1	213
TRINITY_DN24077_c0_g1	316
TRINITY_DN15169_c0_g1	1176
TRINITY_DN17260_c0_g1	2680
TRINITY_DN32201_c0_g1	210
TRINITY_DN28165_c0_g1	214
TRINITY_DN16978_c0_g1	1597
TRINITY_DN22316_c0_g1	440
TRINITY_DN1959_c0_g1	397
TRINITY_DN21224_c0_g1	3732
TRINITY_DN15607_c0_g1	1508
TRINITY_DN11172_c0_g1	1102
TRINITY_DN20769_c0_g1	5637
TRINITY_DN16025_c0_g1	1109
TRINITY_DN12229_c0_g1	613
TRINITY_DN20411_c0_g1	2570
TRINITY_DN10003_c0_g1	641
TRINITY_DN8728_c0_g2	558
TRINITY_DN8728_c0_g1	558
TRINITY_DN20028_c0_g1	1950
TRINITY_DN12366_c0_g2	217
TRINITY_DN21693_c0_g1	958
TRINITY_DN26107_c0_g1	443
TRINITY_DN21598_c1_g2	1932
TRINITY_DN14070_c0_g1	652
TRINITY_DN7604_c0_g2	215
TRINITY_DN20946_c0_g1	3726
TRINITY_DN12424_c0_g1	1139
TRINITY_DN15507_c0_g1	988
TRINITY_DN10739_c0_g1	1569
TRINITY_DN19132_c0_g2	442
TRINITY_DN16035_c0_g1	1357
TRINITY_DN15529_c0_g1	2452
TRINITY_DN16853_c0_g3	1029
TRINITY_DN27976_c0_g1	583
TRINITY_DN307_c0_g1	1110
TRINITY_DN28185_c0_g1	309
TRINITY_DN307_c0_g2	1075
TRINITY_DN25172_c0_g1	232
TRINITY_DN16636_c0_g1	928
TRINITY_DN14907_c0_g1	2790
TRINITY_DN2315_c0_g1	1242
TRINITY_DN31823_c0_g1	348
TRINITY_DN18820_c0_g1	1937
TRINITY_DN15908_c0_g1	1800
TRINITY_DN29552_c0_g1	1128
TRINITY_DN20689_c0_g1	3854
TRINITY_DN15825_c2_g1	233
TRINITY_DN15825_c2_g2	488
TRINITY_DN15825_c2_g3	243
TRINITY_DN11646_c0_g1	431
TRINITY_DN13686_c0_g1	1298
TRINITY_DN11646_c0_g2	858
TRINITY_DN14946_c0_g1	1127
TRINITY_DN17865_c0_g1	2813
TRINITY_DN33448_c0_g1	250
TRINITY_DN6503_c0_g1	1407
TRINITY_DN18168_c0_g1	1804
TRINITY_DN21642_c2_g8	490
TRINITY_DN14442_c0_g1	255
TRINITY_DN32413_c0_g1	542
TRINITY_DN21642_c2_g4	520
TRINITY_DN21642_c2_g5	260
TRINITY_DN29935_c0_g1	1052
TRINITY_DN6550_c0_g1	206
TRINITY_DN6673_c0_g2	568
TRINITY_DN18334_c0_g1	1931
TRINITY_DN18509_c0_g2	216
TRINITY_DN18509_c0_g1	221
TRINITY_DN29607_c0_g1	799
TRINITY_DN21298_c2_g1	3172
TRINITY_DN21280_c0_g1	3478
TRINITY_DN19725_c1_g1	1801
TRINITY_DN14125_c0_g1	1391
TRINITY_DN17646_c0_g1	1751
TRINITY_DN29152_c0_g1	233
TRINITY_DN29292_c0_g1	457
TRINITY_DN16220_c0_g1	945
TRINITY_DN23498_c0_g1	457
TRINITY_DN454_c0_g2	419
TRINITY_DN454_c0_g1	383
TRINITY_DN16923_c0_g1	2335
TRINITY_DN14288_c0_g1	892
TRINITY_DN3408_c0_g1	507
TRINITY_DN21136_c1_g5	206
TRINITY_DN21136_c1_g4	297
TRINITY_DN21136_c1_g3	206
TRINITY_DN21136_c1_g2	215
TRINITY_DN17311_c0_g1	1655
TRINITY_DN21115_c0_g1	4210
TRINITY_DN20369_c0_g1	2868
TRINITY_DN20369_c0_g2	630
TRINITY_DN30618_c0_g1	412
TRINITY_DN21286_c0_g1	3240
TRINITY_DN15745_c0_g2	1595
TRINITY_DN23665_c0_g1	577
TRINITY_DN19654_c2_g1	538
TRINITY_DN20950_c0_g1	1124
TRINITY_DN15521_c0_g1	1515
TRINITY_DN18928_c0_g1	1539
TRINITY_DN14428_c1_g1	332
TRINITY_DN13909_c1_g1	2205
TRINITY_DN6408_c0_g2	544
TRINITY_DN18787_c0_g1	2861
TRINITY_DN12388_c0_g1	3100
TRINITY_DN9179_c0_g1	471
TRINITY_DN14083_c0_g1	3848
TRINITY_DN33238_c0_g1	210
TRINITY_DN18315_c0_g1	358
TRINITY_DN3851_c0_g1	289
TRINITY_DN20911_c4_g1	215
TRINITY_DN12575_c0_g1	626
TRINITY_DN13955_c0_g1	653
TRINITY_DN20535_c0_g1	3076
TRINITY_DN21146_c1_g10	267
TRINITY_DN2489_c0_g2	1244
TRINITY_DN921_c1_g1	290
TRINITY_DN8486_c0_g2	2760
TRINITY_DN14503_c0_g1	981
TRINITY_DN20969_c0_g1	3991
TRINITY_DN19322_c0_g1	1756
TRINITY_DN7191_c0_g1	302
TRINITY_DN7191_c0_g2	272
TRINITY_DN28927_c0_g1	238
TRINITY_DN16245_c0_g1	1235
TRINITY_DN6764_c0_g1	209
TRINITY_DN26228_c0_g1	357
TRINITY_DN20433_c0_g1	1985
TRINITY_DN20533_c0_g1	1051
TRINITY_DN14812_c0_g1	632
TRINITY_DN13224_c0_g2	241
TRINITY_DN647_c0_g1	355
TRINITY_DN3089_c0_g1	246
TRINITY_DN21508_c0_g1	4696
TRINITY_DN1947_c0_g1	778
TRINITY_DN17333_c2_g1	604
TRINITY_DN24522_c0_g1	933
TRINITY_DN20440_c2_g1	1329
TRINITY_DN19224_c0_g1	1843
TRINITY_DN19747_c4_g10	282
TRINITY_DN19747_c4_g14	299
TRINITY_DN19418_c0_g1	1892
TRINITY_DN4491_c0_g1	250
TRINITY_DN18278_c0_g1	1202
TRINITY_DN27659_c0_g1	252
TRINITY_DN10198_c0_g2	239
TRINITY_DN11321_c2_g1	338
TRINITY_DN9707_c0_g1	755
TRINITY_DN13001_c0_g2	224
TRINITY_DN16033_c0_g1	1573
TRINITY_DN7817_c0_g2	235
TRINITY_DN30808_c0_g1	296
TRINITY_DN11055_c0_g1	760
TRINITY_DN23384_c0_g1	2421
TRINITY_DN14253_c0_g1	1289
TRINITY_DN22331_c0_g1	274
TRINITY_DN15834_c0_g1	1967
TRINITY_DN11768_c0_g2	303
TRINITY_DN32371_c0_g1	551
TRINITY_DN18314_c0_g1	1295
TRINITY_DN14372_c0_g1	2873
TRINITY_DN17507_c0_g1	2508
TRINITY_DN20452_c5_g3	216
TRINITY_DN20452_c5_g2	252
TRINITY_DN20452_c5_g1	271
TRINITY_DN20452_c5_g7	1057
TRINITY_DN20452_c5_g6	233
TRINITY_DN19341_c0_g1	2303
TRINITY_DN20452_c5_g4	240
TRINITY_DN20452_c5_g9	278
TRINITY_DN20452_c5_g8	420
TRINITY_DN21296_c0_g1	2933
TRINITY_DN21712_c0_g1	1619
TRINITY_DN10793_c0_g4	222
TRINITY_DN17161_c0_g1	1425
TRINITY_DN10793_c0_g3	262
TRINITY_DN6819_c0_g1	312
TRINITY_DN1659_c0_g1	225
TRINITY_DN19876_c0_g1	1786
TRINITY_DN21239_c9_g13	282
TRINITY_DN21239_c9_g11	651
TRINITY_DN21239_c9_g10	372
TRINITY_DN6553_c0_g1	252
TRINITY_DN8709_c0_g1	236
TRINITY_DN17860_c0_g1	2004
TRINITY_DN19970_c0_g1	1580
TRINITY_DN8449_c0_g2	207
TRINITY_DN8449_c0_g1	209
TRINITY_DN14080_c1_g1	1173
TRINITY_DN11981_c0_g1	216
TRINITY_DN20570_c0_g1	2702
TRINITY_DN21518_c0_g1	6449
TRINITY_DN9421_c0_g1	217
TRINITY_DN30745_c0_g1	395
TRINITY_DN19647_c0_g1	706
TRINITY_DN16606_c0_g1	1943
TRINITY_DN24695_c0_g1	271
TRINITY_DN17278_c0_g1	1760
TRINITY_DN6493_c0_g1	1106
TRINITY_DN2705_c1_g1	554
TRINITY_DN32605_c0_g1	208
TRINITY_DN12281_c0_g1	743
TRINITY_DN24005_c0_g1	233
TRINITY_DN10682_c0_g1	205
TRINITY_DN3796_c0_g1	646
TRINITY_DN27888_c0_g1	354
TRINITY_DN3457_c0_g1	498
TRINITY_DN20415_c0_g1	215
TRINITY_DN25898_c0_g1	468
TRINITY_DN5749_c0_g1	331
TRINITY_DN30499_c0_g1	434
TRINITY_DN12960_c1_g1	396
TRINITY_DN19299_c2_g7	299
TRINITY_DN31649_c0_g1	961
TRINITY_DN16705_c0_g1	2451
TRINITY_DN21515_c0_g3	3525
TRINITY_DN21515_c0_g2	467
TRINITY_DN5336_c0_g1	229
TRINITY_DN7976_c0_g2	214
TRINITY_DN29085_c0_g1	466
TRINITY_DN21603_c6_g1	304
TRINITY_DN31737_c0_g1	306
TRINITY_DN25887_c0_g1	372
TRINITY_DN18746_c7_g8	242
TRINITY_DN18746_c7_g9	685
TRINITY_DN16335_c0_g1	1689
TRINITY_DN18746_c7_g2	274
TRINITY_DN2404_c0_g1	211
TRINITY_DN18746_c7_g7	429
TRINITY_DN18746_c7_g4	541
TRINITY_DN21614_c10_g11	223
TRINITY_DN1878_c0_g1	334
TRINITY_DN1878_c0_g2	374
TRINITY_DN17101_c0_g1	2586
TRINITY_DN21614_c10_g14	277
TRINITY_DN21615_c2_g1	1987
TRINITY_DN21615_c2_g2	1555
TRINITY_DN21615_c2_g3	363
TRINITY_DN21615_c2_g4	6479
TRINITY_DN33267_c0_g1	236
TRINITY_DN5629_c0_g1	237
TRINITY_DN26974_c0_g1	256
TRINITY_DN10202_c0_g2	430
TRINITY_DN5415_c0_g1	364
TRINITY_DN10202_c0_g1	320
TRINITY_DN27441_c0_g1	257
TRINITY_DN16060_c3_g1	233
TRINITY_DN26743_c0_g1	338
TRINITY_DN14734_c0_g1	1075
TRINITY_DN24343_c0_g1	678
TRINITY_DN18245_c0_g1	1556
TRINITY_DN13950_c0_g1	1615
TRINITY_DN28540_c0_g1	246
TRINITY_DN20008_c0_g1	2476
TRINITY_DN23522_c0_g1	3266
TRINITY_DN21626_c8_g1	361
TRINITY_DN21611_c0_g1	991
TRINITY_DN20325_c1_g1	506
TRINITY_DN19860_c0_g1	242
TRINITY_DN21671_c18_g4	321
TRINITY_DN15041_c0_g1	1085
TRINITY_DN6514_c0_g1	652
TRINITY_DN24391_c0_g1	304
TRINITY_DN14721_c0_g1	517
TRINITY_DN11693_c0_g1	1332
TRINITY_DN21671_c18_g3	229
TRINITY_DN16347_c3_g1	350
TRINITY_DN8030_c0_g1	2473
TRINITY_DN7909_c0_g1	602
TRINITY_DN21434_c1_g1	252
TRINITY_DN23216_c0_g1	245
TRINITY_DN33112_c0_g1	210
TRINITY_DN20390_c0_g1	3318
TRINITY_DN16970_c1_g1	1883
TRINITY_DN17781_c9_g1	204
TRINITY_DN29078_c0_g1	225
TRINITY_DN20216_c0_g1	3543
TRINITY_DN15081_c0_g1	673
TRINITY_DN19859_c0_g1	3267
TRINITY_DN21198_c6_g2	1204
TRINITY_DN21198_c6_g1	3223
TRINITY_DN19578_c0_g1	1520
TRINITY_DN13300_c0_g1	1837
TRINITY_DN19363_c0_g1	2954
TRINITY_DN21491_c1_g1	1907
TRINITY_DN5822_c1_g1	292
TRINITY_DN5147_c0_g2	223
TRINITY_DN5147_c0_g1	236
TRINITY_DN7269_c0_g1	585
TRINITY_DN19403_c0_g1	3271
TRINITY_DN7964_c0_g1	491
TRINITY_DN30616_c0_g1	207
TRINITY_DN12106_c0_g1	469
TRINITY_DN21275_c0_g1	2599
TRINITY_DN20231_c0_g1	1249
TRINITY_DN9753_c0_g1	267
TRINITY_DN30472_c0_g1	503
TRINITY_DN31449_c0_g1	259
TRINITY_DN17730_c0_g1	820
TRINITY_DN24703_c0_g1	263
TRINITY_DN18919_c0_g1	2538
TRINITY_DN21543_c4_g1	215
TRINITY_DN31875_c0_g1	233
TRINITY_DN30443_c0_g1	331
TRINITY_DN17036_c0_g1	1358
TRINITY_DN20832_c0_g2	893
TRINITY_DN20832_c0_g3	348
TRINITY_DN20832_c0_g1	3070
TRINITY_DN16899_c0_g1	1558
TRINITY_DN24845_c0_g1	207
TRINITY_DN9556_c0_g1	484
TRINITY_DN18534_c5_g1	507
TRINITY_DN18849_c0_g1	1761
TRINITY_DN15588_c0_g1	1649
TRINITY_DN2809_c0_g1	514
TRINITY_DN19242_c2_g1	1255
TRINITY_DN7070_c0_g1	298
TRINITY_DN15413_c0_g1	752
TRINITY_DN11131_c0_g2	567
TRINITY_DN7236_c0_g1	1453
TRINITY_DN23937_c0_g1	440
TRINITY_DN24984_c0_g1	311
TRINITY_DN18042_c0_g1	868
TRINITY_DN16661_c4_g1	280
TRINITY_DN21357_c14_g1	656
TRINITY_DN21540_c0_g1	4928
TRINITY_DN13184_c0_g1	775
TRINITY_DN19193_c10_g2	252
TRINITY_DN19193_c10_g3	218
TRINITY_DN3797_c0_g1	352
TRINITY_DN14964_c0_g1	1113
TRINITY_DN21382_c0_g2	1426
TRINITY_DN21382_c0_g1	2890
TRINITY_DN14964_c0_g2	2388
TRINITY_DN23333_c0_g1	337
TRINITY_DN19246_c1_g2	1209
TRINITY_DN19246_c1_g1	763
TRINITY_DN19440_c0_g1	1119
TRINITY_DN4428_c0_g2	328
TRINITY_DN19440_c0_g2	1070
TRINITY_DN25965_c0_g1	454
TRINITY_DN27137_c0_g1	221
TRINITY_DN8022_c0_g1	450
TRINITY_DN19987_c0_g1	2116
TRINITY_DN9344_c0_g1	234
TRINITY_DN6351_c0_g1	1087
TRINITY_DN7310_c0_g1	1000
TRINITY_DN21530_c0_g2	1994
TRINITY_DN21530_c0_g1	539
TRINITY_DN21060_c0_g1	3740
TRINITY_DN17617_c0_g1	1424
TRINITY_DN9077_c0_g1	325
TRINITY_DN2804_c0_g1	228
TRINITY_DN17445_c0_g1	1112
TRINITY_DN10980_c0_g1	602
TRINITY_DN32284_c0_g1	297
TRINITY_DN23701_c0_g1	229
TRINITY_DN19875_c2_g1	2438
TRINITY_DN13429_c0_g1	437
TRINITY_DN13429_c0_g2	208
TRINITY_DN13047_c0_g1	369
TRINITY_DN18904_c1_g1	220
TRINITY_DN7570_c0_g1	415
TRINITY_DN19973_c0_g1	2955
TRINITY_DN16238_c1_g1	1116
TRINITY_DN19345_c0_g1	2365
TRINITY_DN3593_c0_g1	205
TRINITY_DN24039_c0_g1	349
TRINITY_DN4150_c0_g1	679
TRINITY_DN23782_c0_g1	475
TRINITY_DN24537_c0_g1	272
TRINITY_DN2629_c0_g1	216
TRINITY_DN29091_c0_g1	523
TRINITY_DN28528_c0_g1	427
TRINITY_DN19685_c3_g1	450
TRINITY_DN20665_c0_g1	1074
TRINITY_DN20665_c0_g2	1936
TRINITY_DN12973_c0_g1	1014
TRINITY_DN20540_c0_g1	6013
TRINITY_DN2135_c0_g1	785
TRINITY_DN18332_c2_g1	355
TRINITY_DN29401_c0_g1	277
TRINITY_DN20451_c0_g1	1971
TRINITY_DN17188_c0_g1	2570
TRINITY_DN11316_c2_g1	356
TRINITY_DN1182_c0_g1	894
TRINITY_DN21667_c7_g5	226
TRINITY_DN28555_c0_g1	323
TRINITY_DN21667_c7_g1	249
TRINITY_DN33183_c0_g1	546
TRINITY_DN15549_c0_g1	1766
TRINITY_DN20294_c0_g1	1628
TRINITY_DN26402_c0_g1	202
TRINITY_DN21629_c8_g10	275
TRINITY_DN14420_c0_g1	1198
TRINITY_DN15147_c1_g1	295
TRINITY_DN6335_c0_g1	205
TRINITY_DN19055_c4_g2	289
TRINITY_DN19055_c4_g1	565
TRINITY_DN20565_c0_g1	3016
TRINITY_DN8774_c0_g1	252
TRINITY_DN18645_c0_g1	1452
TRINITY_DN18456_c0_g1	1413
TRINITY_DN2334_c0_g1	300
TRINITY_DN7862_c0_g1	989
TRINITY_DN16367_c2_g8	228
TRINITY_DN19394_c1_g1	1916
TRINITY_DN16367_c2_g5	213
TRINITY_DN16367_c2_g6	318
TRINITY_DN13042_c1_g1	2676
TRINITY_DN16367_c2_g3	307
TRINITY_DN32171_c0_g1	261
TRINITY_DN19467_c0_g1	1416
TRINITY_DN21666_c11_g5	213
TRINITY_DN21666_c11_g4	279
TRINITY_DN21666_c11_g3	287
TRINITY_DN21666_c11_g1	251
TRINITY_DN632_c0_g1	731
TRINITY_DN8991_c0_g1	377
TRINITY_DN21273_c0_g1	1390
TRINITY_DN17878_c1_g1	1133
TRINITY_DN21156_c0_g2	2332
TRINITY_DN9089_c0_g1	228
TRINITY_DN16005_c0_g1	1164
TRINITY_DN23828_c0_g1	317
TRINITY_DN16919_c1_g4	937
TRINITY_DN2302_c0_g1	229
TRINITY_DN2302_c0_g2	260
TRINITY_DN19260_c0_g1	2710
TRINITY_DN11688_c0_g3	424
TRINITY_DN17185_c0_g1	1123
TRINITY_DN18427_c0_g1	2359
TRINITY_DN12474_c0_g1	775
TRINITY_DN11688_c0_g1	381
TRINITY_DN31688_c0_g1	393
TRINITY_DN18355_c0_g1	1824
TRINITY_DN5236_c0_g1	209
TRINITY_DN20347_c0_g1	1107
TRINITY_DN19146_c0_g1	911
TRINITY_DN15546_c0_g2	423
TRINITY_DN24498_c0_g1	271
TRINITY_DN17304_c0_g2	206
TRINITY_DN17304_c0_g3	215
TRINITY_DN16791_c0_g1	1056
TRINITY_DN30494_c0_g1	415
TRINITY_DN10601_c0_g2	895
TRINITY_DN15313_c0_g1	2944
TRINITY_DN2145_c0_g1	269
TRINITY_DN15161_c0_g1	927
TRINITY_DN10117_c1_g1	239
TRINITY_DN16698_c0_g1	930
TRINITY_DN22528_c0_g1	403
TRINITY_DN46_c0_g1	490
TRINITY_DN23261_c0_g3	1763
TRINITY_DN23261_c0_g2	1725
TRINITY_DN17773_c1_g1	1056
TRINITY_DN20844_c0_g1	3958
TRINITY_DN18345_c0_g1	1803
TRINITY_DN19161_c0_g1	1927
TRINITY_DN20169_c0_g1	1910
TRINITY_DN5948_c0_g1	919
TRINITY_DN20371_c1_g3	700
TRINITY_DN20371_c1_g4	239
TRINITY_DN25645_c0_g1	362
TRINITY_DN10330_c0_g1	211
TRINITY_DN10330_c0_g2	231
TRINITY_DN10330_c0_g3	338
TRINITY_DN15308_c0_g8	212
TRINITY_DN15308_c0_g6	326
TRINITY_DN15308_c0_g7	221
TRINITY_DN15308_c0_g4	242
TRINITY_DN15308_c0_g3	224
TRINITY_DN15308_c0_g1	285
TRINITY_DN7325_c1_g1	610
TRINITY_DN3630_c0_g1	556
TRINITY_DN20094_c0_g1	924
TRINITY_DN17052_c0_g2	900
TRINITY_DN17052_c0_g1	814
TRINITY_DN20633_c3_g7	246
TRINITY_DN20734_c0_g1	1672
TRINITY_DN20633_c3_g3	204
TRINITY_DN7602_c0_g1	470
TRINITY_DN20633_c3_g8	279
TRINITY_DN20633_c3_g9	215
TRINITY_DN1279_c0_g2	1433
TRINITY_DN1279_c0_g1	1466
TRINITY_DN8930_c1_g1	407
TRINITY_DN24307_c0_g1	253
TRINITY_DN15375_c0_g1	689
TRINITY_DN14870_c0_g1	912
TRINITY_DN17476_c0_g1	1090
TRINITY_DN17476_c0_g2	1012
TRINITY_DN25215_c0_g1	208
TRINITY_DN10882_c0_g1	459
TRINITY_DN14286_c0_g1	944
TRINITY_DN8716_c0_g1	702
TRINITY_DN16504_c0_g1	380
TRINITY_DN5399_c0_g1	215
TRINITY_DN16504_c0_g2	368
TRINITY_DN17470_c0_g1	1559
TRINITY_DN15962_c0_g1	1054
TRINITY_DN19496_c0_g1	2843
TRINITY_DN13770_c0_g1	907
TRINITY_DN13553_c0_g1	1650
TRINITY_DN12451_c0_g2	376
TRINITY_DN17521_c2_g2	263
TRINITY_DN12451_c0_g1	376
TRINITY_DN9429_c0_g1	793
TRINITY_DN27711_c0_g1	509
TRINITY_DN31067_c0_g1	244
TRINITY_DN13014_c0_g2	237
TRINITY_DN31342_c0_g1	311
TRINITY_DN14505_c0_g1	1287
TRINITY_DN19259_c0_g1	2615
TRINITY_DN26170_c0_g1	416
TRINITY_DN13841_c0_g1	540
TRINITY_DN16043_c1_g1	2125
TRINITY_DN6698_c0_g1	1325
TRINITY_DN11753_c0_g3	371
TRINITY_DN11753_c0_g1	332
TRINITY_DN18988_c4_g9	201
TRINITY_DN18988_c4_g6	643
TRINITY_DN18988_c4_g3	329
TRINITY_DN18988_c4_g1	238
TRINITY_DN12412_c0_g1	230
TRINITY_DN26694_c0_g1	267
TRINITY_DN16745_c1_g1	831
TRINITY_DN14620_c0_g1	1125
TRINITY_DN21544_c14_g19	208
TRINITY_DN21544_c14_g18	209
TRINITY_DN6957_c1_g1	335
TRINITY_DN21544_c14_g15	214
TRINITY_DN21544_c14_g14	209
TRINITY_DN21544_c14_g17	232
TRINITY_DN17638_c0_g1	1254
TRINITY_DN17277_c1_g2	425
TRINITY_DN27779_c0_g1	305
TRINITY_DN10862_c0_g1	754
TRINITY_DN8048_c0_g1	317
TRINITY_DN28549_c0_g1	366
TRINITY_DN12370_c0_g1	1644
TRINITY_DN11418_c0_g1	780
TRINITY_DN5599_c0_g2	245
TRINITY_DN5599_c0_g1	245
TRINITY_DN8528_c0_g1	847
TRINITY_DN1626_c0_g1	237
TRINITY_DN1805_c0_g1	222
TRINITY_DN28637_c0_g1	430
TRINITY_DN17703_c0_g1	1650
TRINITY_DN23610_c0_g1	859
TRINITY_DN19301_c0_g1	1969
TRINITY_DN13162_c0_g1	362
TRINITY_DN14556_c0_g1	450
TRINITY_DN17433_c0_g1	1510
TRINITY_DN10480_c0_g1	792
TRINITY_DN7370_c0_g2	204
TRINITY_DN29063_c0_g1	221
TRINITY_DN2808_c0_g1	312
TRINITY_DN20235_c0_g1	2751
TRINITY_DN10865_c0_g1	2523
TRINITY_DN27419_c0_g1	2173
